,H,abbrv,category,citations,name,dblp_name
1056,6,PorTAL,Natural Language & Speech,35,Portugal for Natural Language Processing,PorTAL
1057,5,IMCSIT,Natural Language & Speech,374,International Multiconference on Computer Science and Information Technology,IMCSIT
1058,5,,Natural Language & Speech,179,Gesellschaft fr Linguistische Datenverarbeitung,NotAConf
1059,5,,Natural Language & Speech,97,Natural Language Understanding and Cognitive Science,NotAConf
1060,5,CSLP,Natural Language & Speech,15,Constraint Solving and Language Processing,CSLP
1061,4,ALPIT,Natural Language & Speech,207,Advanced Language Processing and Web Information Technology,ALPIT
1062,4,NAACL,Natural Language & Speech,6,Human Language Technologies: The Conference of the North American Chapter of the Association for Computational Linguistics,NAACL
1063,3,,Natural Language & Speech,17,EAMT Workshops,EAMT Workshop
1064,2,,Natural Language & Speech,19,Innovative Informations-Infrastrukturen,Innovative Informations-Infrastrukturen
1065,2,,Natural Language & Speech,11,EAIA Advanced School on Artificial Intelligence,NotAConf
1066,2,,Natural Language & Speech,2,ISCA Workshop on Multilingual Spoken Document Retrieval,NotAConf
1067,1,,Natural Language & Speech,42,Graphik,NotAConf
1068,1,SIGDIAL Conference,Natural Language & Speech,37,Annual Meeting of the Special Interest Group on Discourse and Dialogue,SIGDIAL Conference
1069,1,MUC,Natural Language & Speech,10,Message Understanding Conference,MUC
1070,1,,Natural Language & Speech,1,Workshop on East-Asian Language Resources and Evaluation,NotAConf
1071,92,,Multimedia,6792,Storage and Retrieval for Image and Video Databases (SPIE),Storage and Retrieval for Image and Video Databases SPIE
1072,87,MM,Multimedia,3339,ACM Multimedia,ACM Multimedia
1073,74,ICIP,Multimedia,5768,International Conference on Image Processing,ICIP
1074,60,ICME(ICMCS),Multimedia,6188,International Conference on Multimedia Computing and Systems/International Conference on Multimedia and Expo,ICME
1075,49,DCC,Multimedia,1959,Data Compression Conference,DCC
1076,39,IPMI,Multimedia,526,Information Processing in Medical Imaging,IPMI
1077,39,AVBPA,Multimedia,362,Audio- and Video-Based Biometric Person Authentication,AVBPA
1078,35,VCIP,Multimedia,908,Visual Communications and Image Processing,VCIP
1079,31,CIVR,Multimedia,603,Conference on Image and Video Retrieval,CIVR
1080,29,MMSP,Multimedia,1351,Multimedia Signal Processing,MMSP
1081,28,MIRAGE,Multimedia,146,International Conference on Computer Vision / Computer Graphics Collaboration Techniques and Applications,MIRAGE
1082,27,WOWMOM,Multimedia,871,Workshop on Wireless Mobile Multimedia,WOWMOM
1083,27,SSWMC,Multimedia,199,"Security, Steganography, and Watermarking of Multimedia Contents","Security, Steganography, and Watermarking of Multimedia Contents"
1084,25,ITCC,Multimedia,740,International Symposium on Information Technology,ITCC
1085,24,ICIAP,Multimedia,1254,International Conference on Image Analysis and Processing,ICIAP
1086,22,,Multimedia,248,Multimedia Information Retrieval,Multimedia Information Retrieval
1087,21,AVSS,Multimedia,765,Advanced Video and Signal Based Surveillance,AVSS
1088,21,,Multimedia,400,Color Imaging Conference,Color Imaging Conference
1089,20,,Multimedia,655,Scandinavian Conference on Image Analysis,NotAConf
1090,19,MMM,Multimedia,778,Multimedia Modeling,MMM
1091,19,VISUAL,Multimedia,314,Visual Information and Information Systems,VISUAL
1092,19,IEEEMSP,Multimedia,142,IEEE Workshop on Multimedia Signal Processing,IEEE Workshop on Multimedia Signal Processing
1093,17,SIP,Multimedia,1097,Signal and Image Processing,SIP
1094,17,CAIP,Multimedia,987,Computer Analysis of Images and Patterns,CAIP
1095,17,CARS,Multimedia,276,Computer Assisted Radiology and Surgery,CARS
1096,16,,Multimedia,1429,IEEE Pacific Rim Conference on Multimedia,IEEE Pacific Rim Conference on Multimedia
1097,16,DICTA,Multimedia,872,Digital Image Computing: Techniques and Applications,DICTA
1098,16,IDMS,Multimedia,229,Interactive Distributed Multimedia Systems and Telecommunication Services,IDMS
1099,16,MIS,Multimedia,155,Workshop on Multimedia Information Systems,NotAConf
1100,16,,Multimedia,134,Electronic Imaging,Electronic Imaging
1101,15,IWDW,Multimedia,300,International Workshop on Digital Watermarking,IWDW
1102,15,MM&Sec,Multimedia,119,Multimedia & Security,MM&Sec
1103,14,,Multimedia,495,Southwest Symposium on Image Analysis and Interpretation,NotAConf
1104,14,AIPR,Multimedia,461,Applied Imagery Pattern Recognition Workshop,AIPR
1105,13,,Multimedia,527,Iberian Conference on Pattern Recognition and Image Analysis,NotAConf
1106,13,CAMP,Multimedia,378,Computer Architectures for Machine Perception,CAMP
1107,13,WIAMIS,Multimedia,352,Workshop on Image Analysis for Multimedia Interactive Services,WIAMIS
1108,13,,Multimedia,72,Document Image Analysis for Libraries,NotAConf
1109,12,ICIAR,Multimedia,941,International Conference on Image Analysis and Recognition,ICIAR
1110,12,ACIVS,Multimedia,593,Advanced Concepts for Intelligent Vision Systems,ACIVS
1111,12,,Multimedia,542,"Image Processing, Image Quality, Image Capture Systems Conference",NotAConf
1112,12,NSIP,Multimedia,347,Nonlinear Signal and Image Processing,NSIP
1113,12,ICHIM,Multimedia,345,International Cultural Heritage Informatics Meeting,ICHIM
1114,12,MUM,Multimedia,127,Mobile and Ubiquitous Multimedia,MUM
1115,12,VIP,Multimedia,121,Visual Information Processing,Visual Information Processing
1116,11,MAMMO,Multimedia,325,Digital Mammography,NotAConf
1117,11,,Multimedia,38,Surgery Simulation and Soft Tissue Modeling,NotAConf
1118,11,,Multimedia,29,ACM International Workshop on Multimedia Databases,NotAConf
1119,10,VISAPP,Multimedia,857,Computer Vision Theory and Applications,VISAPP
1120,10,ISM,Multimedia,704,International Symposium on Multimedia,ISM
1121,10,,Multimedia,262,Functional Imaging and Modeling of the Heart,NotAConf
1122,10,DMS,Multimedia,249,Distributed Multimedia Systems,DMS
1123,10,ECMAST,Multimedia,134,"European Conference on Multimedia Applications, Services and Techniques",ECMAST
1124,10,VLBV,Multimedia,103,Very Low Bitrate Video Coding,VLBV
1125,10,CVBIA,Multimedia,57,Computer Vision for Biomedical Image Applications,CVBIA
1126,10,MSA,Multimedia,46,Multimedia Systems and Applications,MSA
1127,10,,Multimedia,14,IEEE Workshop on Detection and Recognition of Events in Video,IEEE Workshop on Detection and Recognition of Events in Video
1128,9,ICICIC,Multimedia,2134,"International Conference on Innovative Computing, Information and Control",ICICIC
1129,9,IIH-MSP,Multimedia,1199,Intelligent Information Hiding and Multimedia Signal Processing,IIH-MSP
1130,9,EWIMT,Multimedia,70,"European Workshop on the Integration of Knowledge, Semantic and Digital Media Technologies",EWIMT
1131,9,ISMS,Multimedia,32,International Symposium on Medical Simulation,ISMS
1132,9,CAIVD,Multimedia,12,Content-Based Access of Image and Video Databases,CAIVD
1133,8,PSIVT,Multimedia,311,Pacific-Rim Symposium on Image and Video Technology,PSIVT
1134,8,CISST,Multimedia,276,"Conference on Imaging Science, Systems and Technology",CISST
1135,8,MIAR,Multimedia,257,Medical Imaging and Augmented Reality,MIAR
1136,8,SAMT,Multimedia,152,Semantics and Digital Media Technologies,SAMT
1137,8,MRCS,Multimedia,104,"Multimedia Content Representation, Classification and Security",MRCS
1138,8,,Multimedia,60,Workshop on Digital and Computational Video,Workshop on Digital and Computational Video
1139,7,ICETET,Multimedia,712,International Conference on Emerging Trends in Engineering & Technology,ICETET
1140,6,IPCV,Multimedia,664,"International Conference on Image Processing, Computer Vision, and Pattern Recognition",IPCV
1141,6,MoMM,Multimedia,322,Advances in Mobile Multimedia,MoMM
1142,6,AXMEDIS,Multimedia,171,Automated Production of Cross Media Content for Multi-channel Distribution,AXMEDIS
1143,6,EUROIMSA,Multimedia,132,"Internet, Multimedia Systems and Applications, EuroIMSA",EuroIMSA
1144,6,ISBMS,Multimedia,72,International Symposium on Biomedical Simulation,ISBMS
1145,6,AMCP,Multimedia,34,Advanced Multimedia Content Processing,AMCP
1146,6,MHVR,Multimedia,32,"Multimedia, Hypermedia, and Virtual Reality",MHVR
1147,6,MINAR,Multimedia,22,Multimedia Information Analysis and Retrieval,Multimedia Information Analysis and Retrieval
1148,5,WAA,Multimedia,214,Wavelt Analysis and Its Applications,WAA
1149,5,ICISP,Multimedia,154,International Conference on Image and Signal Processing,ICISP
1150,5,,Multimedia,103,Teleteaching,Teleteaching
1151,5,WEBMEDIA,Multimedia,59,Brazilian Symposium on Multimedia and the Web,WebMedia
1152,5,MEDIVIS,Multimedia,57,International Conference on Medical Information Visualisation,MediVis
1153,5,ICPIA,Multimedia,25,International Conference on Parallel Image Analysis,ICPIA
1154,4,BIOSIG,Multimedia,79,Biometrics and Electronic Signatures,BIOSIG
1155,4,MCAM,Multimedia,59,Multimedia Content Analysis and Mining,MCAM
1156,4,BSDIA,Multimedia,27,Brazilian Symposium on Document Image Analysis,BSDIA
1157,4,MDIC,Multimedia,22,Multimedia Databases and Image Communication,MDIC
1158,4,Multimedia Electronic Documents,Multimedia,20,MeDoc,NotAConf
1159,4,DPC,Multimedia,9,Data Processing Clinic,NotAConf
1160,3,,Multimedia,61,Multimedia Technology and Management,NotAConf
1161,3,,Multimedia,16,Digital Earth Moving,Digital Earth Moving
1162,2,IRCDL,Multimedia,70,Italian Research Conference on Digital Library Management Systems,IRCDL
1163,2,VISION,Multimedia,39,International Conference on Computer Vision,VISION
1164,2,,Multimedia,8,Digital Image Processing Systems,Digital Image Processing Systems
1165,0,CIIC,Multimedia,36,Congreso Internacional de Inteligencia Computacional,CIIC
1166,0,SMC,Multimedia,2,Sound and Music Computing Conference,SMC
1167,0,SIGMAP,Multimedia,1,International Conference on Signal Processing and Multimedia Applications,SIGMAP
1168,135,NIPS,Machine Learning & Pattern Recognition,4284,Neural Information Processing Systems,NIPS
1169,127,ICML,Machine Learning & Pattern Recognition,2464,International Conference on Machine Learning,ICML
1170,82,UAI,Machine Learning & Pattern Recognition,1573,Uncertainty in Artificial Intelligence,UAI
1171,70,IROS,Machine Learning & Pattern Recognition,11967,International Conference on Intelligent RObots and Systems,IROS
1172,69,ICPR,Machine Learning & Pattern Recognition,9593,International Conference on Pattern Recognition,ICPR
1173,60,ISNN,Machine Learning & Pattern Recognition,16649,International Symposium on Neural Networks,ISNN
1174,58,COLT,Machine Learning & Pattern Recognition,939,Computational Learning Theory,COLT
1175,46,ECML,Machine Learning & Pattern Recognition,826,The European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases,NotAConf
1176,40,ICDAR,Machine Learning & Pattern Recognition,2516,International Conference on Document Analysis and Recognition,ICDAR
1177,37,ICANN,Machine Learning & Pattern Recognition,2344,Int. Conference on Artificial Neural Networks,ICANN
1178,31,ICA,Machine Learning & Pattern Recognition,670,Independent Component Analysis,ICA
1179,29,,Machine Learning & Pattern Recognition,1921,DAGM Symposium Symposium for Pattern Recognition,NotAConf
1180,26,DAS,Machine Learning & Pattern Recognition,4301,Document Analysis Systems,DAS
1181,26,ESANN,Machine Learning & Pattern Recognition,1041,The European Symposium on Artificial Neural Networks,ESANN
1182,24,MCS,Machine Learning & Pattern Recognition,387,Multiple Classifier Systems,Multiple Classifier Systems
1183,22,IJCNN,Machine Learning & Pattern Recognition,632,International Joint Conference on Neural Networks,IJCNN
1184,20,ICONIP,Machine Learning & Pattern Recognition,2738,International Conference on Neural Information Processing,ICONIP
1185,20,,Machine Learning & Pattern Recognition,451,EuroPACS,EuroPACS
1186,19,SSPR,Machine Learning & Pattern Recognition,756,International Workshop on Structural and Syntactic Pattern Recognition,SSPR
1187,19,ICGI,Machine Learning & Pattern Recognition,269,International Colloquium on Grammatical Inference,ICGI
1188,18,IWANN,Machine Learning & Pattern Recognition,1677,International Work-Conference on Artificial and NaturalNeural Networks,IWANN
